52866,-327060,4103930,2295.2
52889,-141813,4013030,1517.2
52983,-118850,3991270,1874.4
53487,698607,4441460,1067.2
53543,412717,4409390,1461.9
53545,390915,4380800,1329.3
53614,82969,4269910,1111.4
53772,636496,4182540,778.3
53817,73545.60156,3994310,1753
53923,195182,3959240,1421
53963,533494,3945190,433.8
57036,309499,3797360,397.5
57131,313470,3811700,410
